Al-F,,Na-F,,Na-Al,,K-F,,Na-Na,,F-F,,K-Al,,Al-Al,,K-Na,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
0.10965330205966417,0.0004837645679103275,0.10965330205966417,0.0004837645679103275,0.055647584842043685,0.00021989298541313929,0.0825918053214103,-0.04850839258227779,0.10059371106061721,-0.04842043538811325,0.05385996409335725,-0.01941747572815533,0.09874326750448836,-0.029126213592232553,0.008976660682226356,-0.009708737864077222,0.017953321364452268,-0.03883495145631066
0.36167998240856125,0.0017151652862281708,0.3076742651909403,0.0014512937037309825,0.20866378362530225,0.000967529135820655,0.3166752180605439,0.0014952723008150315,0.2356080041046691,-0.04776075643187028,0.26929982046678647,-0.029126213592232553,0.2782764811490126,-0.03883495145631066,0.17953321364452424,-0.029126213592232553,0.29622980251346487,-0.03883495145631066
0.5686432602799969,-0.046133548339810204,0.4966942754526129,0.0023748442424675886,0.37962325001832453,-0.04705709887854681,0.5416990398006303,0.002594737227880728,0.48769332258300957,0.0023308656453870924,0.5296229802513464,-0.03883495145631066,0.45780969479353684,-0.029126213592232553,0.39497307001795323,-0.01941747572815533,0.5475763016157988,-0.029126213592232553
0.8027266730191305,0.00387011654328262,0.6766546947152385,-0.04560580517481583,0.5417576779300739,0.051454958586820254,0.7217180971926995,0.0034743091695368378,0.8927362017151652,0.004309902514108899,0.7271095152603231,-0.029126213592232553,0.6014362657091563,-0.029126213592232553,0.59245960502693,-0.03883495145631066,0.9156193895870735,-0.03883495145631066
0.9647438246719928,0.004661731290770632,0.8476727992377042,-0.04477021183024377,0.7037161914534926,0.0033863519753722926,0.8927362017151652,0.004309902514108899,1.162764787803269,0.005629260426591287,1.023339317773788,-0.03883495145631066,0.7719928186714542,-0.029126213592232553,0.8168761220825853,-0.03883495145631066,1.2118491921005383,-0.029126213592232553
1.1537638349336654,0.005585281829510791,0.9827457304111995,0.00474968848493873,0.8477314373671478,0.004090009528695759,1.1446456058051746,-0.09217913948544876,1.4687971853697865,0.007124532727406319,1.2208258527827647,-0.029126213592232553,1.0323159784560143,-0.03883495145631066,1.0053859964093357,-0.03883495145631066,1.5888689407540395,-0.029126213592232553
1.3877886095433554,0.006728725353660536,1.1177600234552516,0.005409367441178148,1.0367514476288204,0.0050135600674323655,1.3336656160668476,-0.09125558894671215,1.6848200542402694,0.008180019057391519,1.4452423698384205,-0.029126213592232553,1.2387791741472174,-0.03883495145631066,1.1579892280071815,-0.03883495145631066,1.8850987432675048,-0.029126213592232553
1.531979769845342,0.15401304698380258,1.2527743164993037,0.006069046397421118,1.1537638349336654,0.005585281829510791,1.540746170197171,-0.041383859854871474,1.8558381587627353,0.00901561240196358,1.7055655296229804,-0.029126213592232553,1.4272890484739678,-0.03883495145631066,1.3644524236983842,-0.029126213592232553,2.1723518850987436,-0.01941747572815533
1.5508026093967602,0.8381441032031134,1.414732830022722,-0.041999560214030396,1.3067213955874806,-0.04252730337902477,1.783771897676464,-0.04019643773363768,2.107864839111632,0.010247013120281423,1.912028725314183,-0.029126213592232553,1.7145421903052067,-0.03883495145631066,1.5709156193895868,-0.029126213592232553,2.44165170556553,-0.03883495145631066
1.5792127831122187,2.010921351608882,1.5587480759363772,-0.04129590266070693,1.5137433115883603,-0.04151579564612007,2.071802389503775,-0.038789122626990746,2.368951110459576,0.06038261379461929,2.0915619389587077,-0.01941747572815533,1.9748653500897666,-0.03883495145631066,1.7504488330341113,-0.029126213592232553,2.63016157989228,-0.01941747572815533
1.5893864985706956,2.988169757384739,1.7208238657186836,0.008355933445724162,1.693821007109873,0.008223997654475568,2.189166605585282,0.2549439272887213,2.6391556109360113,0.20828263578392026,2.1903052064631954,0.08737864077669855,2.1903052064631954,-0.03883495145631066,1.9389587073608616,-0.03883495145631066,2.8096947935368046,0.029126213592232553
1.5907351755478998,4.11195484864033,1.8559554350216225,0.10673605511984263,1.8468372058931317,0.008971633804883083,2.2890566590925743,0.9883310122407103,2.909360111412446,0.3561826577732212,2.2441651705565526,0.22330097087378586,2.44165170556553,-0.03883495145631066,2.136445242369838,-0.03883495145631066,2.9533213644524237,0.16504854368932076
1.5917906618778859,4.991438833101226,1.9466099831415375,0.6446382760389966,2.0449168071538515,0.058799384299643265,2.3887121600820933,1.5262772117569483,3.098790588580224,0.6991277578245274,2.289048473967684,0.3786407766990294,2.6840215439856374,-0.04854368932038877,2.3070017953321367,-0.04854368932038877,3.0879712746858177,0.28155339805825186
1.6018471010774755,5.870966796159207,2.0013779960419265,1.2800850252876934,2.215934911676317,0.059634977644215326,2.452129297075423,1.8686066114490956,3.1980942607930807,0.9439126291871318,2.3070017953321367,0.5533980582524274,2.8815080789946146,0.00970873786407811,2.5134649910233398,-0.04854368932038877,3.1956912028725313,0.4368932038834945
1.611610349629847,6.506193652422489,2.065146961811918,1.9155757531334778,2.4229568276771967,0.06064648537711648,2.524488748808913,2.162119768379391,3.342226782965623,1.0423367294583308,2.3339317773788153,0.7184466019417473,2.9802513464991023,0.06796116504854322,2.7468581687612206,-0.029126213592232553,3.276481149012568,0.5631067961165046
1.6124899215715018,7.239096972806571,2.110914021842703,2.550978523785094,2.566972073590852,0.061350142930439944,2.6237337828923253,2.358044418383056,3.5225976691343535,1.3363776295536205,2.360861759425494,0.8640776699029127,3.0341113105924595,0.16504854368932076,2.872531418312388,0.13592233009708732,3.411131059245961,0.7378640776699026
1.6134281316426007,8.020860514549588,2.192391702704684,2.9422561020303455,2.729106501502602,0.15986220039581056,2.749512570548999,2.16321923330646,3.7657406728725347,1.4352854943927298,2.3788150807899457,1.0194174757281553,3.078994614003591,0.3106796116504853,3.007181328545781,0.2621359223300965,3.5278276481149016,0.9708737864077674
1.6233672945833026,8.80266803488969,2.255574287180239,3.0891446162867418,2.9008869017078354,0.7958806714065858,2.920061570035916,1.773173055779523,3.9547020450047636,1.3873488235725304,2.4057450628366244,1.2038834951456305,3.1149012567324954,0.45631067961164984,3.22262118491921,0.2621359223300965,3.6086175942549374,1.1456310679611654
1.633482371912336,9.731056219306607,2.3543502162281023,2.8941874954188975,3.054606758044418,1.382950963864257,3.072608663783625,1.3830389210584215,4.197845048742945,1.4862566884116397,2.423698384201077,1.3883495145631075,3.1597845601436267,0.6213592233009706,3.4021543985637344,0.35922330097087407,3.6983842010771992,1.2524271844660193
1.6525984021109728,10.659488382320607,2.398944513670014,2.552385838891741,3.1724400791614737,2.067565784651471,3.2164479953089495,1.2371619145349264,4.431576632705417,1.243099025141099,2.4506283662477557,1.5242718446601948,3.204667863554758,0.8155339805825239,3.6175942549371634,0.46601941747572795,3.8061041292639146,1.3786407766990294
1.6625962031811183,11.490156124019645,2.4794253463314515,2.1130396540350382,3.298863886242029,2.410203034523203,3.3601700505753866,0.9935644652935558,4.683368760536538,1.0488895404236622,2.4685816876122084,1.6699029126213594,3.2585278276481153,0.941747572815534,3.779174147217235,0.46601941747572795,3.9497307001795336,1.466019417475728
1.6724767279923771,12.223103423000811,2.5959686286007475,1.722729604925604,3.461408781059884,2.8507366415011397,3.513010334970314,0.8477314373671518,4.944337755625596,1.001304698380121,2.495511669658887,1.825242718446602,3.285457809694794,1.0873786407766985,3.9587073608617596,0.3106796116504853,4.138240574506284,1.5048543689320386
1.6735322143223632,13.102587407461705,2.73945613134941,1.2836912702484788,3.6595470204500478,2.9494246133548323,3.6480246280143653,0.8483911163233948,5.241427838451953,1.0516162134427915,2.5314183123877916,2.009708737864077,3.3393177737881503,1.300970873786408,4.102333931777379,0.4174757281553392,4.254937163375224,1.5728155339805827
1.6835300153925088,13.933255149160745,2.865117642747196,0.9911456424540042,3.821270981455692,2.7059151213076333,3.800982188668181,0.8002785311148592,5.3942681228468805,0.905783185516384,2.576301615798923,2.1650485436893208,3.3752244165170557,1.4951456310679614,4.228007181328547,0.5825242718446608,4.416517055655297,1.466019417475728
1.6841750348163895,14.470717584109071,3.0269002418822835,0.7964963717657447,3.9645239316865792,2.0714359011947536,3.9452319870996115,0.9964230741039373,5.538400645019423,1.004207285787583,2.639138240574507,2.2815533980582527,3.411131059245961,1.6796116504854366,4.344703770197487,0.7281553398058254,4.587073608617595,1.3300970873786406
1.703056512497251,15.203708861687316,3.1799750787949854,0.8461042292750918,4.09889320530675,1.534633145202669,4.143252950230887,0.9973906032397579,5.682474529062523,1.053771164699846,2.7468581687612206,2.1650485436893208,3.4560143626570916,1.8640776699029127,4.506283662477559,0.8058252427184458,4.784560143626572,1.2427184466019412
1.7311734955654914,16.1321850032984,3.350993183317451,0.8469398226196638,4.233614307703585,1.2909917173642178,4.341508465879938,1.1937990178113367,5.9076742651909395,1.2014512937037338,2.8186714542190305,2.0291262135922326,3.5278276481149016,2.0291262135922326,4.6768402154398565,0.9611650485436893,5.017953321364453,1.1359223300970873
1.7664150113611372,15.497178040020527,3.5400131935791244,0.8478633731584004,4.386161401451294,0.9008575826431162,4.61165432822693,1.2928388184416946,6.1776442131496,1.1539104302572767,2.8815080789946146,1.8349514563106792,3.563734290843806,2.2621359223300974,4.865350089766607,1.184466019417476,5.197486535008977,1.0970873786407767
1.7562412959026603,14.519929634244672,3.7020303452319876,0.8486549879058884,4.5390016858462205,0.7550245547167087,4.827677197097412,1.2938943047716798,6.375782452539763,1.2525984021109728,2.917414721723519,1.6699029126213594,3.644524236983843,2.4368932038834954,5.098743267504489,1.359223300970874,5.359066427289048,1.0097087378640772
1.7733049915707686,13.738254049695819,3.9002272227515933,0.9962031811185206,4.7369640108480535,0.7071318624935863,5.034699113098291,1.294905812504581,6.59186395953969,1.3025141097998976,2.9802513464991023,1.5048543689320386,3.7432675044883306,2.6699029126213594,5.323159784560144,1.4951456310679614,5.448833034111311,0.9514563106796121
1.7722495052407825,12.858770065234921,4.116308729751521,1.0461188888074489,4.925866744850839,0.6103349703144474,5.205717217620757,1.2957414058491565,6.79888587554057,1.3035256175328023,3.0430879712746863,1.3203883495145634,3.850987432675046,2.524271844660195,5.583482944344704,1.5631067961165055,5.6014362657091565,0.9708737864077674
1.7980796012607199,11.881697573847397,4.278501795792714,1.1934911676317554,5.087883896503701,0.6111265850619354,5.358498863886242,1.101048156563806,6.996730924283515,1.157912482591808,3.070017953321365,1.1650485436893208,3.9587073608617596,2.6893203883495147,5.798922800718133,1.650485436893204,5.834829443447038,0.941747572815534
1.8062009821886682,11.1488382320604,4.467639082313274,1.2921351608883676,5.2859634977644205,0.6609543355566956,5.52045737740966,1.052979549952358,7.140570255808839,1.0120354760683128,3.1508078994614,1.0291262135922326,4.093357271095153,2.533980582524272,6.050269299820467,1.6601941747572813,6.014362657091563,1.0000000000000009
1.8051454958586821,10.269354247599503,4.63883310122407,1.4395514183097582,5.483984460895697,0.6619218646925162,5.682415890933079,1.0049109433409065,7.347592171809719,1.0130469838012175,3.2675044883303412,0.9708737864077674,4.120287253141831,2.3203883495145634,6.193895870736086,1.5728155339805827,6.211849192100539,1.058252427184466
1.8041486476581396,9.438730484497547,4.809675291358205,1.2938063475775152,5.6370006596789555,0.6626695008429238,5.844374404456498,0.9568423367294621,7.572615993549805,1.0141464487282867,3.411131059245961,0.8932038834951452,4.183123877917415,2.135922330097088,6.346499102333932,1.4271844660194173,6.3913824057450634,1.0970873786407767
1.8391556109360105,8.608282635783922,4.971575166752181,1.1968775196071277,5.808194678589752,0.8100857582643144,6.051572234845708,1.1044345085391782,7.860646485377115,1.0155537638349337,3.5368043087971275,0.941747572815534,4.272890484739677,1.9320388349514568,6.481149012567325,1.3106796116504853,6.5350089766606825,1.184466019417476
1.8381587627354685,7.777658872681965,5.106589459796232,1.1975371985633707,6.01533387084952,0.9088177087150946,6.2495345598475405,1.0565418163160594,8.0766693542476,1.0166092501649189,3.6983842010771992,0.941747572815534,4.326750448833034,1.7281553398058254,6.561938958707361,1.1941747572815542,6.6786355475763015,1.2621359223300965
1.8371032764054824,6.898174888221067,5.2775489261892545,1.1495125705490032,6.231415377849446,0.9587334164040193,6.465440152459136,0.9598768599281691,8.328754672725939,1.0667008722421762,3.8150807899461405,0.8737864077669899,4.425493716337522,1.5145631067961167,6.705565529622981,1.1941747572815542,6.831238779174147,1.2815533980582527
1.8452246573334308,6.165315546434071,5.493513156930294,1.101707835520049,6.3934325295023084,0.9595250311515073,6.708465879938429,0.9610642820494064,8.625844755552297,1.1170123873048468,3.9587073608617596,0.8252427184466011,4.5332136445242375,1.3495145631067968,6.912028725314184,1.12621359223301,6.983842010771993,1.29126213592233
1.8621710767426518,5.285919519167342,5.673414938063476,1.004866964743826,6.672579344718903,1.0586088103789493,6.96055119841677,1.0111559041266567,8.940819467858974,1.0696914168438028,4.102333931777379,0.8640776699029127,4.6050269299820465,1.2135922330097086,7.019748653500899,1.0485436893203879,7.118491921005387,1.29126213592233
1.8792934105402037,4.553104155977426,5.862493586454592,1.054650736641502,6.879601260719783,1.059620318111854,7.158572161548047,1.0121234332624773,9.183903833467712,1.119739060323976,4.326750448833034,0.8543689320388346,4.694793536804309,1.0485436893203879,7.2441651705565535,1.0000000000000009,7.271095152603231,1.2524271844660193
1.9052994209484715,3.7226123286667185,6.006567470497691,1.104214615553765,7.077680861980502,1.1094480686066142,7.338591218940115,1.0130030052041334,9.408869017078354,1.0719783038921058,4.488330341113106,0.883495145631068,4.829443447037702,0.9223300970873787,7.441651705565529,1.0000000000000009,7.432675044883305,1.1747572815533989
1.9132448874880894,2.843172322802907,6.195646118888807,1.1539983874514412,7.311646998460748,1.0617312907718244,7.50066700872242,1.0626548413105645,9.669955288426298,1.1221139045664472,4.649910233393178,0.9126213592233006,5,0.8543689320388346,7.63016157989228,0.9223300970873787,7.567324955116697,1.116504854368932
1.9393095360258008,2.061540716851134,6.4025507586308,1.0572894524664669,7.563790955068532,1.1606831342080213,7.707688924723302,1.0636663490434657,9.87685992816829,1.0254049695814693,4.775583482944345,0.9708737864077674,5.170556552962298,0.7864077669902914,7.845601436265709,0.8932038834951452,7.710951526032317,1.0776699029126213
1.9745510518214466,1.4265337535732598,6.636575533240489,1.0584328959906202,7.824642673898701,1.015377849446601,7.959715605072198,1.0648977497617835,,,4.937163375224417,1.0194174757281553,5.323159784560144,0.6990291262135919,7.96229802513465,0.8932038834951452,7.863554757630161,1.0291262135922326
2.07268196144543,0.6941141977570915,6.843656087370812,1.1083046250824609,7.995719416550612,1.0650736641501126,8.238745144029904,1.06626108627135,,,5.14362657091562,1.0679611650485432,5.511669658886895,0.6699029126213594,8.096947935368043,0.8932038834951452,8.025134649910234,0.9611650485436893
2.180048376456791,0.15717950597376174,7.050678003371692,1.1093161328153656,8.328754672725939,1.0667008722421762,8.508832368247452,1.1164406655427719,,,5.33213644524237,1.0776699029126213,5.664272890484741,0.6796116504854366,8.231597845601435,0.8932038834951452,8.19569120287253,0.9320388349514568
2.333005937110606,0.10906692076522972,7.176632705416697,1.061071611815585,8.499772777248406,1.0675364655867483,8.760859048596348,1.1176720662610862,,,5.5385996409335725,1.1359223300970873,5.87971274685817,0.6893203883495147,8.366247755834829,0.8737864077669899,8.429084380610412,0.941747572815534
2.5400278531114853,0.11007842849813088,7.383713259547019,1.1109433409074256,8.751740819467859,1.0199076449461266,9.003826137946199,1.069999267023384,,,5.7540394973070015,1.1941747572815542,6.032315978456015,0.766990291262136,8.554757630161578,0.9126213592233006,8.644524236983841,0.941747572815534
2.684160375284028,0.20850252876933695,7.5907351755478985,1.1119548486403303,8.967822326467784,1.0698233526350514,9.228849959686286,1.0710987319504532,,,6.005385996409336,1.1553398058252426,6.211849192100539,0.8349514563106792,8.77019748653501,0.8640776699029127,8.842010771992818,0.9611650485436893
2.8551784798064936,0.209338122113909,7.788697500549732,1.0640621564172115,9.138840430990252,1.0706589459796234,9.435930513816608,1.120970461042294,,,6.301615798922801,1.1067961165048548,6.346499102333932,0.9029126213592233,8.93177737881508,0.9611650485436893,9.012567324955116,0.9902912621359228
3.017195631459356,0.21012973686139702,7.950714652202594,1.0648537711646995,9.336861394121525,1.071626475115444,9.651894744557648,1.0731657260133396,,,6.526032315978457,1.058252427184466,6.490125673249551,0.8640776699029127,9.165170556552962,0.8932038834951452,9.156193895870736,1.0097087378640772
3.1973906032397563,0.35758997287986816,8.13067507146522,1.016873121747416,9.552884262992011,1.0726819614454293,9.831855163820274,1.0251850765960562,,,6.714542190305207,1.0485436893203879,6.642728904847397,0.883495145631068,9.344703770197485,1.0291262135922326,9.353680430879711,1.0291262135922326
3.377409660631825,0.35846954482152427,8.283691270248479,1.0176207578978236,9.741904273253683,1.0736055119841694,10.011874221212343,1.0260646485377123,,,6.929982046678636,1.0291262135922326,6.741472172351886,0.9514563106796121,9.533213644524237,1.0776699029126213,9.55116696588869,1.0388349514563107
3.575665176280876,0.5548779593930995,8.44570842190134,1.0184123726453116,9.975870409733929,1.0258887341493796,,,,,7.136445242369839,1.0291262135922326,6.831238779174147,1.0000000000000009,9.71274685816876,1.0776699029126213,9.730700179533212,1.058252427184466
3.710738107454371,0.6043978597082749,8.589723667814996,1.019116030198635,,,,,,,7.351885098743268,1.0097087378640772,6.938958707360862,1.0388349514563107,9.847396768402154,1.0873786407766985,9.937163375224417,1.058252427184466
3.8459283148867547,0.7516382027413364,8.742739866598255,1.0198636663490426,,,,,,,7.522441651705566,1.0097087378640772,7.082585278276482,1.0776699029126213,9.991023339317774,1.0679611650485432,,
3.999120428058345,0.8989665029685554,8.94076082972953,1.0208311954848632,,,,,,,7.666068222621186,1.0194174757281553,7.199281867145422,1.12621359223301,,,,
4.188374990837792,1.0953309389430501,9.138781792860808,1.0217987246206839,,,,,,,7.863554757630161,1.0388349514563107,7.333931777378816,1.1747572815533989,,,,
4.386513230227956,1.1940189107967498,9.381866158469544,1.0718463681008572,,,,,,,8.016157989228008,1.0388349514563107,7.450628366247755,1.1747572815533989,,,,
4.6025360990984385,1.195074397126735,9.597889027340027,1.072901854430846,,,,,,,8.19569120287253,1.0388349514563107,7.576301615798923,1.12621359223301,,,,
4.863563732316939,1.1963497764421334,9.759906178992889,1.073693469178334,,,,,,,8.402154398563734,1.0388349514563107,7.666068222621186,1.12621359223301,,,,
5.043524151579564,1.14836912702485,9.9038627867771,1.025536905372718,,,,,,,8.644524236983841,1.058252427184466,7.863554757630161,1.1067961165048548,,,,
5.187539397493219,1.1490727845781734,,,,,,,,,8.913824057450627,1.0291262135922326,8.025134649910234,1.12621359223301,,,,
5.421622810232353,1.1990764494612662,,,,,,,,,9.156193895870736,1.0291262135922326,8.204667863554757,1.0970873786407767,,,,
5.628468811844902,1.0535072931173488,,,,,,,,,9.353680430879711,1.0485436893203879,8.312387791741472,1.0970873786407767,,,,
5.799486916367368,1.0543428864619209,,,,,,,,,9.6229802513465,1.0485436893203879,8.464991023339318,1.0970873786407767,,,,
5.979447335629993,1.0063622370446375,,,,,,,,,9.802513464991023,1.0291262135922326,8.62657091561939,1.0776699029126213,,,,
6.1685846221505525,1.1050062303012567,,,,,,,,,9.973070017953322,1.0291262135922326,8.788150807899461,1.0485436893203879,,,,
6.303657553324048,1.1545261306164356,,,,,,,,,,,8.967684021543985,1.0776699029126213,,,,
6.474675657846514,1.1553617239610077,,,,,,,,,,,9.111310592459605,1.0970873786407767,,,,
6.663695668108186,1.1562852744997443,,,,,,,,,,,9.30879712746858,1.0679611650485432,,,,
6.852657040240416,1.108348603679545,,,,,,,,,,,9.488330341113105,1.058252427184466,,,,
7.050678003371692,1.1093161328153656,,,,,,,,,,,9.694793536804308,1.0388349514563107,,,,
7.302587407461701,1.0128270908158044,,,,,,,,,,,9.901256732495511,1.0485436893203879,,,,
7.572615993549805,1.0141464487282867,,,,,,,,,,,,,,,,
7.752635050941874,1.0150260206699393,,,,,,,,,,,,,,,,
7.968657919812356,1.016081506999928,,,,,,,,,,,,,,,,
8.20274133255149,1.0660851718830173,,,,,,,,,,,,,,,,
8.400703657553324,1.0181924796598985,,,,,,,,,,,,,,,,
8.679791834640474,1.0684160375284044,,,,,,,,,,,,,,,,
8.868753206772704,1.0204793667082015,,,,,,,,,,,,,,,,
9.084776075643186,1.0215348530381867,,,,,,,,,,,,,,,,
9.345745070732242,0.9739500109946526,,,,,,,,,,,,,,,,
9.588888074470423,1.072857875833762,,,,,,,,,,,,,,,,
9.759906178992889,1.073693469178334,,,,,,,,,,,,,,,,
9.948984827384006,1.12347724107601,,,,,,,,,,,,,,,,
